,fl_date,number_flight,number_anormals,anormal
307,2010-11-04,148,0.0,0.0
308,2010-11-05,150,0.0,0.0
309,2010-11-06,111,0.0,0.0
310,2010-11-07,132,0.0,0.0
311,2010-11-08,145,0.0,0.0
312,2010-11-09,144,0.0,0.0
313,2010-11-10,146,0.0,0.0
314,2010-11-11,149,0.0,0.0
315,2010-11-12,148,0.0,0.0
316,2010-11-13,113,0.0,0.0
317,2010-11-14,133,1.0,1.0
318,2010-11-15,147,0.0,0.0
319,2010-11-16,144,0.0,0.0
320,2010-11-17,145,0.0,0.0
321,2010-11-18,143,0.0,0.0
322,2010-11-19,146,0.0,0.0
323,2010-11-20,114,0.0,0.0
324,2010-11-21,130,0.0,0.0
325,2010-11-22,144,0.0,0.0
326,2010-11-23,145,0.0,0.0
327,2010-11-24,149,0.0,0.0
328,2010-11-25,95,0.0,0.0
329,2010-11-26,115,1.0,1.0
330,2010-11-27,129,0.0,0.0
331,2010-11-28,148,0.0,0.0
332,2010-11-29,149,0.0,0.0
333,2010-11-30,140,0.0,0.0
334,2010-12-01,129,3.0,1.0
335,2010-12-02,140,0.0,0.0
336,2010-12-03,140,1.0,1.0
337,2010-12-04,108,1.0,1.0
338,2010-12-05,124,0.0,0.0
339,2010-12-06,140,0.0,0.0
340,2010-12-07,137,1.0,1.0
341,2010-12-08,136,0.0,0.0
342,2010-12-09,138,0.0,0.0
343,2010-12-10,141,1.0,1.0
344,2010-12-11,111,0.0,0.0
345,2010-12-12,107,1.0,1.0
346,2010-12-13,131,0.0,0.0
347,2010-12-14,135,1.0,1.0
348,2010-12-15,135,0.0,0.0
349,2010-12-16,117,2.0,1.0
350,2010-12-17,144,1.0,1.0
351,2010-12-18,116,1.0,1.0
352,2010-12-19,128,0.0,0.0
353,2010-12-20,142,0.0,0.0
354,2010-12-21,143,0.0,0.0
355,2010-12-22,144,0.0,0.0
356,2010-12-23,142,0.0,0.0
357,2010-12-24,112,0.0,0.0
358,2010-12-25,99,0.0,0.0
359,2010-12-26,48,1.0,1.0
360,2010-12-27,99,1.0,1.0
361,2010-12-28,121,2.0,1.0
362,2010-12-29,139,1.0,1.0
363,2010-12-30,139,0.0,0.0
364,2010-12-31,113,0.0,0.0
